ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Random_notes
45760886,$470,831,LEXUS,HS 250h,2011,Sedan,Yes,Hybrid,2.4,0KM,4.0,Automatic,Front,04-May,Left wheel,Silver,12,
45804017,$7213,-,OPEL,Astra,2000,Goods wagon,No,CNG,1.6,200000KM,4.0,Manual,Front,04-May,Left wheel,Black,4,
45760764,$4077,1714,MERCEDES-BENZ,GLE 350,2017,Jeep,Yes,Petrol,3.5,39814KM,6.0,Automatic,Rear,04-May,Left wheel,Black,0,
45642778,$392,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,314373KM,4.0,Automatic,Front,04-May,Left wheel,Grey,12,
45664407,$10349,915,BMW,X5,2014,Jeep,Yes,Diesel,3,0KM,6.0,Automatic,4x4,04-May,Left wheel,Black,0,
45786633,$35,,TOYOTA,Prius,2007,Hatchback,No,CNG,1.5,,4.0,Automatic,Front,04-May,Left wheel,,4,
45546280,$26030,530,MINI,Countryman,2013,Jeep,Yes,Petrol,1.6 Turbo,140000KM,4.0,Automatic,4x4,04-May,Left wheel,Blue,16,
45792364,$16308,638,KIA,Optima,2014,Sedan,Yes,Petrol,2,36037KM,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45789646,$7213,-,MERCEDES-BENZ,C 280,1999,Universal,No,Petrol,2.8,248592KM,6.0,Automatic,Rear,04-May,Left wheel,Silver,8,
45761009,$251,421,KIA,Niro,2018,Jeep,Yes,Hybrid,1.6,22915KM,4.0,Automatic,Front,04-May,Left wheel,White,12,
45731513,$44517,1091,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,124708KM,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45803196,$15681,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,280016KM,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45770586,$9408,-,OPEL,Zafira,2002,Minivan,No,Petrol,2.2,111111KM,4.0,Manual,Front,04-May,Left wheel,Grey,12,
45803246,$15681,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,285486KM,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45802397,$19441,1024,HYUNDAI,H1,2010,Minivan,Yes,Diesel,2.5,223603KM,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45621866,$18503,749,HYUNDAI,Sonata,2014,Sedan,No,Petrol,2.4,148800KM,4.0,Tiptronic,Front,04-May,Left wheel,Black,6,
45815355,$8154,1172,LEXUS,IS 350,2011,Sedan,Yes,Petrol,3.5,259066KM,6.0,Automatic,4x4,04-May,Left wheel,Silver,12,
45813160,$941,640,FORD,Fusion,2013,Sedan,Yes,Hybrid,2,294016KM,4.0,Automatic,Front,04-May,Left wheel,White,12,
45769888,$12388,1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Diesel,3.5,189530KM,6.0,Automatic,4x4,04-May,Left wheel,Black,12,
45790959,$47042,,AUDI,Q5,2016,Jeep,Yes,Petrol,2,,4.0,Automatic,4x4,04-May,Left wheel,,0,
45767013,$549,2866,NISSAN,Maxima,2004,Sedan,Yes,Petrol,3.5,299709KM,6.0,Automatic,Front,04-May,Left wheel,Grey,12,
45806380,$2038,333,FORD,Fusion,2014,Sedan,Yes,Hybrid,2,165442KM,4.0,Automatic,Front,04-May,Left wheel,Black,12,
45804658,$49889,770,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,1.7,71867KM,4.0,Automatic,Front,04-May,Left wheel,Black,4,
45785378,$29166,-,MERCEDES-BENZ,Sprinter 313,2006,Microbus,No,Diesel,2.2 Turbo,210000KM,4.0,Manual,Rear,04-May,Left wheel,White,4,
44381541,$42965,642,FORD,Explorer Turbo japan,2012,Jeep,Yes,Petrol,2.0 Turbo,65000KM,4.0,Automatic,Front,04-May,Left wheel,White,10,
45656415,$188,585,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.8,101552KM,4.0,Automatic,Front,04-May,Left wheel,Blue,12,
45772078,$3763,832,TOYOTA,Tacoma,2014,Jeep,Yes,Petrol,2.7,64994KM,4.0,Automatic,Rear,04-May,Left wheel,Grey,12,
45418147,$17249,697,VOLKSWAGEN,Jetta,2015,Sedan,Yes,Petrol,1.8 Turbo,55000KM,4.0,Tiptronic,Front,04-May,Left wheel,Black,10,
45804114,$11447,986,LEXUS,HS 250h,2010,Sedan,Yes,Hybrid,2.4,11111KM,4.0,Variator,Front,04-May,Left wheel,Silver,12,
45804673,$32409,770,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,1.7,172858KM,4.0,Automatic,Front,04-May,Left wheel,White,4,
45683846,$12544,-,FORD,Transit,1995,Goods wagon,No,Diesel,2.5 Turbo,207888KM,4.0,Manual,Rear,04-May,Left wheel,White,0,
44695943,$24148,-,TOYOTA,Aqua სასწრაფოდ,2014,Hatchback,Yes,Petrol,1.5,52000KM,4.0,Tiptronic,Front,04-May,Left wheel,Black,8,
45763324,$3293,753,CHEVROLET,Malibu,2012,Sedan,Yes,Petrol,2.4,103541KM,4.0,Automatic,Front,04-May,Left wheel,White,12,
45804388,$27689,749,JEEP,Compass,2014,Jeep,Yes,Petrol,2.4,140555KM,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45816587,$220,810,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.8,83106KM,4.0,Automatic,Front,04-May,Left wheel,Black,12,
45772371,$627,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,230696KM,6.0,Automatic,4x4,04-May,Left wheel,Black,12,
45804635,$24462,1051,HYUNDAI,Sonata sport,2016,Sedan,Yes,Petrol,2.4,25541KM,4.0,Automatic,Front,04-May,Left wheel,Black,8,
44972636,$100,-,LEXUS,HS 250h,2011,Sedan,Yes,Hybrid,2.4,150000KM,4.0,Automatic,Front,04-May,Left wheel,Blue,10,
45803064,$37476,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,24526KM,4.0,Automatic,Front,04-May,Left wheel,White,4,
45813726,$20385,1018,MERCEDES-BENZ,R 350,2011,Jeep,Yes,Diesel,3,85294KM,6.0,Automatic,4x4,04-May,Left wheel,Black,12,
45536422,$36065,779,TOYOTA,Avalon LIMITED,2013,Sedan,Yes,Hybrid,2.5,92200KM,4.0,Tiptronic,Front,04-May,Left wheel,Beige,12,
45687064,$92515,-,AUDI,Allroad,2015,Universal,Yes,Diesel,3.0 Turbo,92000KM,6.0,Tiptronic,4x4,04-May,Left wheel,Grey,8,
45768755,$392,585,TOYOTA,Prius,2013,Sedan,Yes,Hybrid,1.8,114526KM,4.0,Automatic,Front,04-May,Left wheel,White,12,
45476706,$40,-,HONDA,FIT,2005,Hatchback,No,Petrol,1.3,100000KM,4.0,Variator,Front,04-May,Right-hand drive,White,4,
45814307,$23521,1091,TOYOTA,Camry,2016,Sedan,No,Petrol,2.5,123000KM,4.0,Automatic,Front,04-May,Left wheel,Black,12,
45787911,$23521,-,BMW,535,2008,Sedan,Yes,Petrol,3.0 Turbo,186000KM,6.0,Tiptronic,Rear,04-May,Left wheel,Black,12,
45802367,$9408,,MERCEDES-BENZ,ML 320,2000,Jeep,Yes,LPG,3.2,,6.0,Automatic,4x4,04-May,Left wheel,,4,
45815048,$21012,-,TOYOTA,Prius,2015,Hatchback,No,Petrol,1.5,125000KM,4.0,Automatic,Front,04-May,Left wheel,White,7,
44732673,$15053,,HONDA,FIT GP-5,2014,Hatchback,No,Hybrid,1.5,,4.0,Automatic,4x4,04-May,Right-hand drive,,4,
45810506,$13630,531,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,1.6,69774KM,4.0,Automatic,Front,04-May,Left wheel,White,4,
45722204,$84675,915,BMW,X5,2014,Jeep,Yes,Petrol,3.0 Turbo,96000KM,6.0,Tiptronic,4x4,04-May,Left wheel,Grey,6,
45809497,$22075,503,TOYOTA,Aqua,2012,Universal,Yes,Hybrid,1.5,52456KM,4.0,Automatic,Front,04-May,Left wheel,White,4,
45427273,$8467,-,MITSUBISHI,I,2013,Hatchback,No,Petrol,0.7,126400KM,3.0,Automatic,Rear,04-May,Right-hand drive,Red,2,
45810285,$308906,1694,PORSCHE,911,2016,Coupe,Yes,Petrol,4,8690KM,6.0,Automatic,Rear,02-Mar,Left wheel,Black,12,
45804821,$34240,639,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,117436KM,4.0,Automatic,Front,04-May,Left wheel,White,4,
45755672,$4077,645,LEXUS,CT 200h,2011,Hatchback,Yes,Hybrid,1.8,228610KM,4.0,Automatic,Front,04-May,Left wheel,Black,0,
45646359,$1725,1363,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,4.6,180659KM,8.0,Automatic,4x4,04-May,Left wheel,Black,12,
45653168,$5018,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,167222KM,6.0,Automatic,4x4,04-May,Left wheel,Black,12,
45760196,$282,,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,,8.0,Automatic,4x4,04-May,Left wheel,,0,
45754923,$16308,584,HYUNDAI,Elantra,2014,Sedan,No,Petrol,1.8,110000KM,4.0,Tiptronic,Front,04-May,Left wheel,Carnelian red,8,
45565563,$22894,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,105000KM,4.0,Automatic,Front,04-May,Left wheel,Grey,8,
40669939,$35,-,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,1.3,240000KM,4.0,Variator,Front,04-May,Right-hand drive,Silver,4,
45810467,$15125,642,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,201892KM,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45790350,$22894,-,KIA,Optima,2014,Sedan,No,Hybrid,2.4,81000KM,4.0,Tiptronic,Front,04-May,Left wheel,Black,8,
45757302,$39201,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,155821KM,8.0,Automatic,4x4,04-May,Left wheel,Black,0,
45797030,$31650,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,164805KM,4.0,Automatic,Front,04-May,Left wheel,White,4,
45796833,$7527,-,MERCEDES-BENZ,C 200,1996,Sedan,No,Petrol,2,150000KM,4.0,Manual,Rear,04-May,Left wheel,Blue,2,
45808625,$3136,1694,NISSAN,Frontier,2016,Sedan,Yes,Petrol,4,105427KM,6.0,Automatic,Front,04-May,Left wheel,Brown,12,
45420740,$76835,,LAND ROVER,Discovery,2015,Jeep,Yes,Diesel,3.0 Turbo,,6.0,Tiptronic,4x4,04-May,Left wheel,,12,
45813517,$470,1308,BMW,650,2012,Coupe,Yes,Petrol,4.4,0KM,8.0,Automatic,Rear,02-Mar,Left wheel,Blue,12,
45803242,$10976,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,669145KM,4.0,Automatic,Front,04-May,Left wheel,White,4,
45811255,$7997,1091,TOYOTA,RAV 4,2016,Jeep,Yes,Petrol,2.5,95762KM,4.0,Automatic,4x4,04-May,Left wheel,Black,12,
45781728,$10976,781,VOLKSWAGEN,Jetta,2012,Sedan,Yes,Petrol,2.5 Turbo,70000KM,5.0,Automatic,Front,04-May,Left wheel,White,10,
45760089,$31,353,LEXUS,CT 200h,2015,Hatchback,Yes,Hybrid,1.8,0KM,4.0,Automatic,Front,04-May,Left wheel,Grey,0,
45815069,$13172,1091,TOYOTA,Camry,2016,Sedan,Yes,Petrol,2.5,151443KM,4.0,Automatic,Front,04-May,Left wheel,Grey,12,
45661262,$8154,1750,LEXUS,RX 300,2008,Jeep,Yes,Hybrid,3.3,224629KM,6.0,Automatic,4x4,04-May,Left wheel,Silver,12,
45661148,$1725,1363,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,4.6,180659KM,8.0,Automatic,4x4,04-May,Left wheel,Black,12,
45792495,$19444,640,FORD,C-MAX,2013,Sedan,Yes,Hybrid,2,101345KM,4.0,Variator,Front,04-May,Left wheel,Black,12,
45813635,$1646,,HYUNDAI,Sonata,2015,Sedan,Yes,Hybrid,2.4,,4.0,Automatic,Front,04-May,Left wheel,,12,
45809357,$38822,382,HONDA,FIT,2017,Universal,Yes,Hybrid,1.5,3474KM,4.0,Automatic,Front,04-May,Left wheel,Blue,4,
37526422,$35124,-,MERCEDES-BENZ,S 550,2007,Sedan,Yes,Petrol,5.5,225000KM,8.0,Tiptronic,Rear,04-May,Left wheel,Black,12,
45789927,$4391,526,KIA,Picanto,2009,Sedan,Yes,Petrol,1,90000KM,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45796851,$22894,474,CHEVROLET,Volt,2013,Hatchback,No,Plug-in Hybrid,1.4,144000KM,4.0,Automatic,Front,04-May,Left wheel,Grey,12,
45809882,$15173,645,CHEVROLET,Cruze,2011,Sedan,Yes,Petrol,1.8,108901KM,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45798219,$33575,,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,1.6,,4.0,Automatic,Front,04-May,Left wheel,,4,
45620892,$627,1604,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,5.5,101424KM,8.0,Automatic,4x4,04-May,Left wheel,Grey,12,
45732576,$55932,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,90612KM,4.0,Automatic,Front,04-May,Left wheel,Black,4,
45790866,$6272,,HONDA,Odyssey,2003,Minivan,No,LPG,2.4,,4.0,Tiptronic,Front,04-May,Right-hand drive,,4,
45738290,$47038,-,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,166000KM,6.0,Variator,4x4,04-May,Left wheel,Silver,0,
45806424,$4391,-,VOLKSWAGEN,Vento,1995,Sedan,No,Petrol,1.8,107000KM,4.0,Manual,Front,04-May,Left wheel,Green,2,
45815912,$2979,751,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,191848KM,4.0,Automatic,Front,04-May,Left wheel,Black,12,
45617609,$9722,609,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,127515KM,4.0,Automatic,Front,04-May,Left wheel,Black,12,
45811311,$470,1018,BMW,X5,2011,Jeep,Yes,Diesel,3,282280KM,6.0,Automatic,4x4,04-May,Left wheel,White,12,
45806752,$157,919,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3,221312KM,6.0,Automatic,4x4,04-May,Left wheel,Blue,12,
45769790,$314,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,26802KM,4.0,Automatic,Rear,04-May,Left wheel,Black,12,
45292333,$11133,-,MERCEDES-BENZ,320,2000,Sedan,Yes,Diesel,3.2 Turbo,385000KM,6.0,Tiptronic,Rear,04-May,Left wheel,Silver,6,
45810580,$15423,642,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,229056KM,4.0,Automatic,Front,04-May,Left wheel,Red,4,
45730715,$1098,333,SUBARU,XV,2014,Jeep,Yes,Hybrid,2,127637KM,4.0,Automatic,4x4,04-May,Left wheel,White,0,
45651187,$12858,765,MERCEDES-BENZ,GLA 250,2015,Jeep,Yes,Petrol,2,159928KM,4.0,Automatic,Front,04-May,Left wheel,Black,0,
45791981,$15994,-,HONDA,Cr-v,2005,Jeep,No,Petrol,2.4,125000KM,4.0,Manual,4x4,04-May,Left wheel,Black,6,
45769938,$6899,934,SUBARU,Forester,2015,Jeep,Yes,Petrol,2.5,90392KM,4.0,Automatic,4x4,04-May,Left wheel,White,0,
45802931,$40390,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,175089KM,4.0,Automatic,Front,04-May,Left wheel,White,4,
45802411,$31797,1051,HYUNDAI,Grandeur,2016,Sedan,Yes,Petrol,2.4,160000KM,4.0,Automatic,Front,04-May,Left wheel,Black,4,
45733349,$9722,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,377149KM,4.0,Automatic,Front,04-May,Left wheel,Orange,4,
45754305,$1411,777,NISSAN,Altima,2014,Sedan,Yes,Petrol,2.5,106442KM,4.0,Automatic,Front,04-May,Left wheel,Black,12,
45816412,$157,749,HYUNDAI,Sonata,2014,Sedan,Yes,Petrol,2.4,144123KM,4.0,Automatic,Front,04-May,Left wheel,Silver,12,
45797860,$18798,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,158000KM,4.0,Automatic,Front,04-May,Left wheel,White,4,
45625167,$3607,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,156518KM,4.0,Automatic,Front,04-May,Left wheel,White,12,
45804829,$32578,765,HYUNDAI,Tucson,2015,Jeep,Yes,Diesel,2,115553KM,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45775361,$13485,-,BMW,330,2004,Sedan,Yes,Petrol,3,149770KM,6.0,Automatic,Rear,04-May,Left wheel,Grey,8,
45808529,$4391,980,NISSAN,Sentra,2018,Sedan,Yes,Petrol,1.8,16574KM,4.0,Automatic,Front,04-May,Left wheel,White,12,
45802086,$24628,862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,47676KM,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45793952,$17249,-,MERCEDES-BENZ,E 320,2002,Sedan,Yes,Petrol,3.2,230000KM,6.0,Tiptronic,Rear,04-May,Left wheel,Black,10,
45797819,$11604,,TOYOTA,Camry HYBRID,2012,Sedan,Yes,Hybrid,2.5,,4.0,Tiptronic,Front,04-May,Left wheel,,10,
45808623,$5645,1018,BMW,335,2011,Coupe,Yes,Petrol,3,143950KM,6.0,Automatic,4x4,02-Mar,Left wheel,Black,12,
45659988,$13328,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,186005KM,6.0,Automatic,4x4,04-May,Left wheel,Silver,12,
45789840,$6429,1282,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,76198KM,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45776194,$19444,-,VOLKSWAGEN,Jetta,2015,Sedan,Yes,Petrol,1.8 Turbo,102400KM,4.0,Automatic,Front,04-May,Left wheel,Silver,8,
45798100,$12287,1047,HYUNDAI,Elantra,2007,Sedan,Yes,Petrol,1.6,39079KM,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45813933,$470,1079,MERCEDES-BENZ,CLA 250,2018,Hatchback,Yes,Petrol,2,15806KM,4.0,Automatic,Front,04-May,Left wheel,Red,12,
44149646,$34497,,TOYOTA,Camry se,2019,Sedan,Yes,Petrol,2.5,,4.0,Automatic,Front,04-May,Left wheel,,12,
45782188,$13172,7063,TOYOTA,Alphard,2003,Minivan,Yes,LPG,3,190000KM,6.0,Automatic,4x4,04-May,Right-hand drive,Golden,8,
45797526,$38016,1249,HYUNDAI,H1,2017,Universal,Yes,Diesel,2.5,100900KM,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45802964,$45436,639,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,122904KM,4.0,Automatic,Front,04-May,Left wheel,Blue,4,
45095253,$10500,-,TOYOTA,Prius,2007,Sedan,No,Petrol,1.5,288166KM,4.0,Automatic,Front,04-May,Left wheel,White,4,
45797320,$8320,,HYUNDAI,Elantra,2007,Sedan,Yes,Petrol,1.6,,4.0,Automatic,Front,04-May,Left wheel,,4,
45766448,$26030,-,LEXUS,CT 200h,2012,Hatchback,Yes,Hybrid,1.8,326400KM,4.0,Tiptronic,Front,04-May,Left wheel,Silver,10,
45786449,$49864,917,LEXUS,ES 300,2013,Sedan,Yes,Hybrid,3,100000KM,10.0,Automatic,Front,04-May,Left wheel,Black,12,
45760760,$6743,779,LEXUS,ES 300,2013,Sedan,Yes,Hybrid,2.5,186554KM,4.0,Automatic,Front,04-May,Left wheel,White,12,
45651249,$34811,690,LEXUS,RX 450,2016,Jeep,Yes,Hybrid,3.5,0KM,6.0,Automatic,Front,04-May,Left wheel,Grey,12,
41080762,$54882,-,BMW,X6,2011,Jeep,Yes,Petrol,3.0 Turbo,104000KM,6.0,Tiptronic,4x4,04-May,Left wheel,Black,12,
45802331,$29636,862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,38283KM,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45813132,$220,1205,HYUNDAI,Santa FE,2015,Jeep,Yes,Petrol,3.3,60232KM,6.0,Automatic,Front,04-May,Left wheel,White,12,
44947805,$23521,891,HYUNDAI,Elantra,2016,Sedan,No,Petrol,2,67200KM,4.0,Tiptronic,Front,04-May,Left wheel,Black,8,
45806676,$8467,-,NISSAN,Serena,2003,Minivan,No,Petrol,2,111111KM,4.0,Variator,Front,04-May,Right-hand drive,White,4,
45730530,$10349,1273,SSANGYONG,REXTON,2009,Jeep,Yes,Diesel,2.7,74277KM,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45813703,$470,1661,JAGUAR,XF,2010,Sedan,Yes,Petrol,4.2,0KM,8.0,Automatic,Rear,04-May,Left wheel,Black,12,
45779425,$7700,944,OPEL,Astra,2008,Universal,No,Diesel,1.7,238075KM,4.0,Manual,Front,04-May,Left wheel,Silver,8,
45491004,$17876,891,HYUNDAI,Elantra,2016,Sedan,No,Petrol,2,54590KM,4.0,Manual,Front,04-May,Left wheel,Black,10,
45813914,$2038,1018,MERCEDES-BENZ,C 300,2011,Sedan,Yes,Petrol,3,304082KM,6.0,Automatic,Rear,04-May,Left wheel,White,12,
45771013,$6429,830,HONDA,Accord,2019,Sedan,Yes,Petrol,1.5,4088KM,4.0,Automatic,Front,04-May,Left wheel,Blue,12,
45793628,$32929,-,TOYOTA,Tacoma,2005,Pickup,No,LPG,4,272000KM,6.0,Automatic,4x4,04-May,Left wheel,Carnelian red,4,
45797842,$4391,-,OPEL,Astra,1996,Hatchback,No,Petrol,1.6,111112KM,4.0,Manual,Front,04-May,Left wheel,Black,2,
45801012,$10400,1267,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,1.5,135000KM,4.0,Automatic,Front,04-May,Right-hand drive,Grey,4,
45793378,$9722,-,MERCEDES-BENZ,ML 320,2001,Jeep,Yes,Petrol,3.2,215947KM,6.0,Tiptronic,4x4,04-May,Left wheel,Golden,8,
45788601,$24462,-,FORD,Mustang,2011,Coupe,Yes,Petrol,3.7,132000KM,6.0,Automatic,Rear,02-Mar,Right-hand drive,Grey,7,
45781831,$7000,-,BMW,528,1998,Sedan,Yes,Petrol,2.8,124000KM,6.0,Manual,Rear,04-May,Left wheel,Black,0,
45765345,$627,586,LEXUS,CT 200h,2012,Hatchback,Yes,Hybrid,1.8,142394KM,4.0,Automatic,Front,04-May,Left wheel,White,0,
43930362,$18189,645,TOYOTA,Camry,2011,Sedan,No,Petrol,1.8,140000KM,4.0,Automatic,Front,04-May,Left wheel,White,6,
45812380,$23521,308,TOYOTA,Prius,2014,Hatchback,No,Hybrid,1.8,152000KM,4.0,Variator,Front,04-May,Left wheel,Silver,0,
45782230,$11469,-,TOYOTA,Prius,2006,Hatchback,No,Hybrid,1.5,376000KM,4.0,Variator,Front,04-May,Left wheel,Silver,8,
45168471,$20698,586,TOYOTA,Prius,2012,Sedan,Yes,Plug-in Hybrid,1.8,187000KM,4.0,Automatic,Front,04-May,Left wheel,White,12,
45768488,$9565,1058,TOYOTA,Highlander,2012,Jeep,Yes,Petrol,3.5,285186KM,6.0,Automatic,Front,04-May,Left wheel,Grey,12,
45776472,$7840,-,NISSAN,Micra,1997,Sedan,No,CNG,1,2888KM,4.0,Manual,Front,02-Mar,Left wheel,Black,2,
45762074,$9408,-,MERCEDES-BENZ,E 320,2001,Sedan,No,Petrol,3.2,2000KM,6.0,Automatic,Rear,04-May,Left wheel,Black,8,
45776747,$9408,-,MERCEDES-BENZ,S 430,2000,Sedan,Yes,Petrol,4.3,0KM,8.0,Tiptronic,Rear,04-May,Left wheel,Silver,0,
44902787,$18817,-,BMW,X5 rest,2004,Jeep,Yes,Petrol,4.4,185000KM,8.0,Tiptronic,4x4,04-May,Left wheel,Black,8,
45810091,$37611,1091,CHEVROLET,Impala,2016,Sedan,Yes,Petrol,2.5,136469KM,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45801113,$5500,-,NISSAN,March,2004,Hatchback,No,Petrol,1.2,200000KM,4.0,Automatic,Front,04-May,Left wheel,Yellow,2,
45803606,$20542,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,43071KM,4.0,Automatic,Front,04-May,Left wheel,White,4,
45765939,$44000,-,MERCEDES-BENZ,320,2009,Sedan,Yes,Diesel,3.0 Turbo,223000KM,6.0,Tiptronic,4x4,04-May,Left wheel,Black,12,
45792243,$20382,-,TOYOTA,Prius,2010,Sedan,Yes,Hybrid,1.8,200000KM,4.0,Automatic,Front,04-May,Left wheel,Silver,8,
45651133,$12858,765,MERCEDES-BENZ,GLA 250,2015,Jeep,Yes,Petrol,2,159928KM,4.0,Automatic,Front,04-May,Left wheel,Black,0,
45651907,$1019,333,FORD,Fusion,2014,Sedan,Yes,Hybrid,2,0KM,4.0,Automatic,Front,04-May,Left wheel,Silver,0,
45779454,$8154,-,MERCEDES-BENZ,E 320,1998,Sedan,Yes,CNG,3.2,220000KM,6.0,Tiptronic,Rear,04-May,Left wheel,Black,6,
45761409,$3763,-,MERCEDES-BENZ,C 180,1995,Sedan,No,Petrol,1.8,1111111111KM,5.0,Manual,Rear,04-May,Right-hand drive,Green,2,
45030648,$15681,880,NISSAN,Versa SE,2018,Sedan,No,Petrol,1.6,6487KM,4.0,Automatic,Front,04-May,Left wheel,Silver,6,
45333658,$27598,1598,MERCEDES-BENZ,ML 280,2008,Jeep,Yes,Diesel,3,218000KM,6.0,Automatic,4x4,04-May,Left wheel,Grey,8,
45792479,$16004,890,KIA,Optima,2016,Sedan,Yes,Petrol,2,43618KM,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
43042015,$14113,-,OPEL,Astra H,2009,Goods wagon,No,Diesel,1.9 Turbo,160000KM,6.0,Tiptronic,Front,04-May,Left wheel,Silver,6,
45618013,$11133,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,238546KM,6.0,Automatic,4x4,04-May,Left wheel,Black,12,
45642649,$392,1017,MERCEDES-BENZ,A 140,2017,Jeep,Yes,Petrol,2,38918KM,4.0,Automatic,4x4,04-May,Left wheel,White,12,
45814846,$314,,TOYOTA,Camry,2011,Sedan,Yes,Petrol,2.5,,4.0,Automatic,Front,04-May,Left wheel,,12,
45766854,$10976,-,NISSAN,Skyline,2008,Sedan,Yes,Petrol,2.5,112000KM,4.0,Tiptronic,Rear,04-May,Right-hand drive,Silver,12,
45803018,$100060,1176,HYUNDAI,Santa FE,2019,Jeep,Yes,Diesel,2.2,13835KM,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45798474,$15367,,HYUNDAI,Sonata,2010,Sedan,No,Petrol,2.4,,4.0,Tiptronic,Front,04-May,Left wheel,,0,
45766394,$784,781,FORD,Escape,2012,Jeep,Yes,Hybrid,2.5,95349KM,4.0,Automatic,Front,04-May,Left wheel,Blue,0,
45797663,$18654,862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,69624KM,4.0,Automatic,Front,04-May,Left wheel,Black,4,
45797004,$9722,1030,NISSAN,Note,2014,Hatchback,No,Petrol,1.2,125000KM,3.0,Automatic,Front,04-May,Right-hand drive,Silver,2,
45815351,$549,1399,LEXUS,RX 350,2010,Jeep,Yes,Petrol,3.5,138211KM,6.0,Automatic,4x4,04-May,Left wheel,Black,12,
45017099,$6899,640,FORD,Focus,2013,Hatchback,No,Petrol,2,144000KM,4.0,Tiptronic,Front,04-May,Left wheel,Grey,8,
45730358,$19089,1099,SSANGYONG,REXTON,2010,Jeep,Yes,Diesel,2.7,181000KM,4.0,Automatic,Front,04-May,Left wheel,White,4,
